rank,name,id,bubble,reviewCount,priceRange,claimed,travelers,photos,thefork,justeat,cuisines,diets,meals,features,neigh,excellent,verygood,average,poor,terrible,revEnglish,revSpanish
219,La Terraza De Anna By Vida Mona,d23551669,5.0,103,$$ - $$$,True,False,119,False,False,"Mediterranean, Spanish, Bar, Fusion",,"Lunch, Dinner, Late Night, Drinks",,Eixample,9,1,0,0,0,10,67
220,Pasapalo,d8669448,4.5,282,$$ - $$$,True,False,180,False,False,"Latin, International, Venezuelan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sants-Montjuic,77,8,3,1,2,91,116
221,Taller de Tapas - Argenteria,d8017679,4.0,2464,$$ - $$$,True,True,760,False,False,"Mediterranean, Healthy, Bar, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Drinks, Lunch, Dinner, Brunch","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",El Born / La Ribera,499,281,107,48,49,984,610
222,Fonda Espanya Restaurante,d2196378,4.5,1198,$$$$,True,True,1156,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,168,65,15,14,4,266,698
223,Alegoria Restaurante Barcelona,d23762725,4.5,133,$$ - $$$,True,False,192,True,False,"Mediterranean, Spanish, Catalan",,"Lunch, Dinner, Late Night, Drinks",Reservations,,41,5,0,1,1,48,7
224,Somodo,d2390262,4.5,410,$$ - $$$,False,False,401,False,False,"Japanese, Mediterranean, European, Contemporary",Gluten Free Options,"Lunch, Dinner, Late Night",,Gracia,63,14,1,1,0,79,273
225,Pizza Circus,d7214386,4.5,721,$,True,False,282,False,False,"Italian, Pizza, Fast Food, European","Vegetarian Friendly, Vegan Options","Lunch, Dinner",,El Raval,209,43,6,1,1,260,182
226,Gourmet Sensi,d8003654,4.5,1428,$$ - $$$,True,True,1161,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),585,90,27,17,9,728,86
227,Carabela Cafe,d1600233,4.5,518,$,True,True,261,False,False,"Mexican, Bar, Central American, Street Food","Vegetarian Friendly, Gluten Free Options",,,Port Vell (Old Port),197,47,6,3,7,260,54
228,Cinc Sentits,d697497,4.5,1031,$$$$,True,True,841,False,False,"Mediterranean, European, Spanish, Catalan, Contemporary",Gluten Free Options,,,Eixample,537,81,40,22,5,685,222
229,Caramba,d1872794,4.5,652,$$ - $$$,True,False,216,False,False,"Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,142,38,7,5,1,193,203
230,Swad - The Indian Restaurant,d8798877,4.5,366,$$ - $$$,True,False,119,False,False,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,183,18,4,3,9,217,118
231,Koy Shunka,d1471799,4.5,1462,$$$$,False,True,2024,False,False,"Japanese, Sushi, Asian, Healthy",Gluten Free Options,"Lunch, Dinner",,Barrio Gotico (Barri Gotic),186,45,26,7,6,270,1010
232,Gasterea,d2520175,4.5,622,$,True,True,315,False,False,"Mediterranean, European, Spanish, Catalan",Vegetarian Friendly,"Lunch, Dinner, Late Night",,Gracia,196,36,9,1,4,246,141
233,De Paula L'hamburgueseria del Poble Sec,d6484807,4.5,282,$,True,True,151,False,False,"Fast Food, Barbecue",Vegetarian Friendly,,,Sants-Montjuic,44,8,1,0,1,54,178
234,L'Antic Bocoi del Gotic,d1999969,4.5,1029,$$ - $$$,True,True,494,True,False,"Mediterranean, European, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),340,107,14,5,4,470,225
235,Onofre,d1425857,4.5,316,$$ - $$$,False,True,102,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan","Vegetarian Friendly, Gluten Free Options",,,Barrio Gotico (Barri Gotic),111,33,4,3,1,152,82
236,Restaurante Parrilla Alfonsina,d1499251,4.5,1594,$$ - $$$,True,True,543,False,False,"Steakhouse, Latin, Barbecue, Argentinean",Gluten Free Options,"Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Digital Payments, Family style",Eixample,396,105,26,6,9,542,559
237,Story,d10326576,4.5,291,$$ - $$$,True,False,206,True,False,"Bar, Mediterranean, European, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,124,27,5,1,1,158,43
238,Bar Rodrigo,d717395,4.5,1150,$$ - $$$,True,True,569,False,False,"Bar, Seafood, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Highchairs Available, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",El Born / La Ribera,178,49,21,18,11,277,251
239,Restaurante Fukamura,d10432647,4.5,307,$$ - $$$,True,True,347,True,False,"Japanese, Sushi, Asian","Vegetarian Friendly, Gluten Free Options",,,El Camp d'en Grassot i Gracia Nova,32,4,0,1,2,39,226
240,Bar La Plata,d1191525,4.5,783,$,True,True,322,False,False,"Bar, Mediterranean, Spanish",,,,Barrio Gotico (Barri Gotic),206,71,6,2,2,287,298
241,Gatblau Restaurant,d3176771,4.5,323,$$ - $$$,True,True,292,False,False,"Healthy, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,36,10,1,0,1,48,227
242,La Alcoba Azul - Tapas,d1850560,4.5,1401,$$ - $$$,True,True,741,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks","Outdoor Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Seating, Accepts Credit Cards, Table Service, Jazz Bar",Barrio Gotico (Barri Gotic),522,96,26,10,15,669,232
243,aQistoi,d4453379,4.5,921,$,True,False,287,False,False,"Mediterranean, Spanish, Catalan, Bar","Vegan Options, Vegetarian Friendly",,,Eixample,231,60,19,3,2,315,263
244,Mo Te Magno,d3399829,4.5,431,$$ - $$$,True,False,182,False,True,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",,,Eixample,83,18,5,0,1,107,166
245,Malaysia,d7735418,4.5,245,$$ - $$$,True,True,286,True,False,"Malaysian, Street Food","Halal, Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",Sant Gervasi-Galvany,68,29,1,2,1,101,94
246,La Garriga,d1989856,4.5,376,$$ - $$$,True,True,180,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options, Vegan Options",,,Eixample,93,21,10,0,3,127,131
247,Restaurante Kurai,d10247890,4.5,713,$$ - $$$,True,True,704,False,False,"Japanese, Sushi, Asian, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sants-Montjuic,67,17,5,5,2,96,512
248,Aladdin Restaurante,d1762758,4.5,946,$$ - $$$,True,True,480,False,True,"Arabic, Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night",,Eixample,226,38,19,4,11,298,443
249,La Fabrica (Empanadas Argentinas),d12251057,4.5,329,$,False,True,242,False,False,"Latin, Fast Food, Argentinean","Vegetarian Friendly, Vegan Options",Lunch,,Barrio Gotico (Barri Gotic),70,23,1,2,3,99,72
250,Patagonia Beef & Wine,d1045629,4.5,2136,$$$$,True,True,949,False,False,"Steakhouse, Argentinean",Gluten Free Options,,,Eixample,801,228,61,17,11,1118,275
251,Sensi Bistro,d3863259,4.5,2174,$$ - $$$,True,True,982,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Barrio Gotico (Barri Gotic),1008,163,42,21,18,1252,105
252,Les Finestres de Lluria,d967473,4.5,354,$$ - $$$,True,True,147,True,False,"Mediterranean, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,15,9,2,4,1,31,289
253,Milk Bar & Bistro,d1122768,4.5,2736,$$ - $$$,True,True,1393,False,False,"Bar, Cafe, International, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Barrio Gotico (Barri Gotic),1377,424,79,25,38,1943,198
254,Elsa y Fred,d3265508,4.5,2859,$$ - $$$,True,False,1610,False,False,Dining bars,"Vegetarian Friendly, Gluten Free Options",,,El Born / La Ribera,940,244,55,22,15,1276,750
255,Terrazza Ravello,d15309834,4.5,1015,$$ - $$$,True,True,745,True,False,"Mediterranean, Italian, Pizza, European, Healthy, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wine and Beer",Port Vell (Old Port),134,14,15,12,17,192,234
256,La Taula,d997855,4.5,252,$$ - $$$,True,False,81,False,False,"Mediterranean, European, Spanish",Vegetarian Friendly,,,Sant Gervasi-La Bonanova,36,10,1,0,0,47,149
257,Raco D'en Cesc,d816727,4.5,604,$$$$,True,True,363,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,64,15,6,4,0,89,438
258,Spicy Soul HotPot,d20070156,4.5,141,$$ - $$$,True,True,121,False,False,"Chinese, Central Asian",,"Dinner, Lunch, Brunch, Late Night",,Eixample,8,3,1,0,0,12,117
259,Granja Elena,d1074508,4.5,377,$$ - $$$,True,True,361,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Brunch",,La Marina de Port,18,5,1,2,0,26,340
260,Vivant,d6870895,4.5,877,$$ - $$$,True,True,583,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,229,40,16,6,6,297,275
261,Rincon Persa,d1656678,4.5,437,$$ - $$$,False,True,169,True,True,"Middle Eastern, Persian","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Late Night",,Eixample,123,21,9,1,9,163,243
262,Ascent Restaurant,d1675109,4.5,451,$$ - $$$,True,True,352,True,False,European,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),36,6,4,2,2,50,355
263,Messie Sin Gluten Gracia - Gluten free,d8486703,4.5,615,$$ - $$$,True,True,321,False,False,"Pizza, Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Gracia,189,30,4,1,1,225,282
264,De-paso by Tras Paso,d3973371,4.5,271,$$ - $$$,True,False,153,False,False,"Mediterranean, European, Spanish, Catalan, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sant Marti,85,17,2,2,1,107,88
265,Quinoa Bar Vegetaria,d4727041,4.5,455,$,True,False,202,False,True,"Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch",,Gracia,131,25,13,0,1,170,182
266,Xorus,d3399797,4.5,562,$$ - $$$,True,True,230,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Poblenou,99,58,7,9,4,177,154
267,Kook,d14214225,4.5,625,$$ - $$$,True,True,315,False,False,"Mediterranean, Seafood","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,152,21,7,6,4,190,370
268,Restaurant Etapes,d1857309,4.5,1224,$$ - $$$,True,False,656,False,False,"Healthy, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,Eixample,369,84,24,15,3,495,422
269,Paella Bar Boqueria,d7200950,4.5,954,$$ - $$$,True,True,609,False,False,"Seafood, Mediterranean, European, Spanish, Catalan",Vegetarian Friendly,"Lunch, Dinner","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",La Rambla,198,65,25,12,16,316,108
270,El Casal,d3576182,4.5,996,$,True,False,491,False,False,"Mediterranean, European, Catalan, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,374,78,14,7,4,477,133
271,Entre Hores,d10476815,4.5,234,$,True,True,114,False,False,"Brew Pub, Mediterranean, Spanish, Healthy, Wine Bar, Catalan, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Late Night, Drinks","Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Gracia,73,9,2,0,1,85,89
272,Vegetalia Gotico,d1190818,4.5,1623,$$ - $$$,True,True,796,False,False,"Spanish, Healthy, International, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),510,176,39,22,16,763,469
273,Nineteen Restaurant,d1854784,4.5,336,$$ - $$$,True,True,133,True,False,"Mediterranean, European, Spanish, Fusion, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Congres i els Indians,69,13,5,1,6,94,163
274,Guzzo,d7056706,4.5,352,$$ - $$$,True,True,223,False,False,"Mediterranean, Contemporary, Catalan",Vegetarian Friendly,,,El Born / La Ribera,81,23,6,8,7,125,146
275,Mamma Italia,d4777637,4.5,275,$$ - $$$,True,False,97,False,False,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",,,La Maternitat i Sant Ramon,46,10,2,0,1,59,130
276,Restaurante Filigrana,d1495880,4.5,797,$$ - $$$,True,True,660,False,False,"Contemporary, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Sants-Montjuic,83,24,7,4,11,129,507
277,Ramen House Barcelona Izakaya,d7803953,4.5,562,$$ - $$$,True,False,320,False,True,"International, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,136,29,13,8,1,187,214
278,Arabia Cafe-Restaurant,d1869917,4.5,1599,$$ - $$$,True,True,752,True,True,"Arabic, Lebanese, Moroccan, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night","Takeout, Reservations, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",Barrio Gotico (Barri Gotic),455,80,31,17,29,612,349
279,La Cholita,d7656551,4.5,675,$$ - $$$,True,False,458,False,False,"Mediterranean, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Nou Barris,80,7,2,0,0,89,518
280,Bodega Vasconia,d2145823,4.5,1593,$,True,True,1369,False,False,"Seafood, Mediterranean, Spanish, Catalan, European, Dining bars","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",Barrio Gotico (Barri Gotic),333,56,18,11,25,443,312
281,EatMyTrip,d14013338,4.5,729,$$ - $$$,True,True,1109,False,False,"American, Spanish, Cafe, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Brunch, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Dog Friendly, Gift Cards Available",Eixample,365,38,6,16,12,437,146
282,Secrets Del Mediterrani,d8560393,4.5,470,$$ - $$$,True,False,346,False,True,"Mediterranean, Spanish","Vegan Options, Gluten Free Options",,,Eixample,109,20,8,0,0,137,187
283,Bodega La Palma,d1118817,4.5,560,$$ - $$$,True,True,334,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan","Vegetarian Friendly, Vegan Options",,,Barrio Gotico (Barri Gotic),150,46,12,3,3,214,99
284,Ristorante Meraviglioso,d7297862,4.5,311,$$ - $$$,True,False,135,True,False,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options, Vegan Options",,,Eixample,43,9,1,1,2,56,182
285,El Dorado Chicken,d7786336,4.5,679,$,True,True,359,True,True,"Peruvian, Latin, Grill","Vegetarian Friendly, Gluten Free Options",,,Eixample,151,50,14,2,1,218,307
286,Season Restaurant Barcelona,d15148522,4.5,658,$$ - $$$,True,True,657,False,False,"Mediterranean, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,105,20,3,6,2,136,357
287,La Selva,d12873128,4.5,1137,$$$$,True,True,1107,False,False,Grill,Gluten Free Options,"Lunch, Dinner","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",Eixample,93,11,2,2,8,116,863
288,Vegetalia Born,d8337477,4.5,1211,$$ - $$$,True,False,727,False,False,"Spanish, Healthy, International, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Highchairs Available, Full Bar, Accepts Credit Cards, Table Service",El Born / La Ribera,396,74,17,12,8,507,458
289,Tartela BCN,d7107384,4.5,251,$,True,True,286,False,False,"European, Deli, Cafe","Vegetarian Friendly, Vegan Options",,,Eixample,55,7,3,0,2,67,97
290,Bar Joan,d6419438,4.5,249,$,False,True,195,False,False,"Bar, Mediterranean, Spanish, Catalan",,"Breakfast, Lunch, Brunch","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",El Born / La Ribera,66,34,2,0,0,102,53
291,Caelis,d697438,4.5,1101,$$$$,True,True,1789,True,False,"Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),296,55,23,12,13,399,308
292,La Caravana,d6678014,4.5,276,$,True,True,104,False,False,"Middle Eastern, Arabic","Vegetarian Friendly, Vegan Options","Late Night, Lunch, Dinner",,Gracia,70,13,2,1,2,88,151
293,Arc Iris Restaurant Vegetaria,d997297,4.5,378,$,True,True,141,False,False,"Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",Lunch,"Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Wine and Beer, Dog Friendly, Family style, Non-smoking restaurants",Eixample,80,16,6,0,3,105,224
294,Asador Vic Braseria,d2364549,4.5,1112,$$ - $$$,True,True,668,False,False,"Steakhouse, Barbecue, Mediterranean, European, Spanish, Grill, Catalan","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Drinks","Takeout, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Table Service, Gift Cards Available",Eixample,237,65,16,4,6,328,333
295,La Foga,d10453299,4.5,1140,$$ - $$$,True,True,382,False,False,International,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,173,57,10,7,15,262,720
296,The Fish & Chips Shop,d7727901,4.5,858,$,True,False,459,False,False,"Mediterranean, British, Middle Eastern, European, Fusion",Vegetarian Friendly,,,Eixample,257,51,12,6,4,330,371
297,Empanadas Malvon,d23945560,5.0,68,,True,False,41,False,False,"Argentinean, South American",,"Breakfast, Lunch, Dinner",,0.1 miles from Plaza de Catalunya,5,0,0,0,0,5,56
298,La Tere Gastrobar,d11888127,4.5,357,$$ - $$$,True,True,407,True,False,"Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sants,60,9,0,2,1,72,218
299,La Nueva Marquesa,d3695898,4.5,402,$$ - $$$,True,True,331,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,La Maternitat i Sant Ramon,52,9,2,1,1,65,290
300,Pizzeria Da Nanni Tallers,d23220731,5.0,173,$$ - $$$,True,True,94,False,False,"Pizza, Fast Food, Southern-Italian, Italian, Neapolitan, Campania","Vegetarian Friendly, Vegan Options",,,El Raval,18,1,0,1,2,22,61
301,CrosMas,d15346784,4.5,379,$$ - $$$,True,True,291,True,False,"Mediterranean, Spanish, Healthy, Catalan, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",,Eixample,34,19,4,2,3,62,243
302,Caravelle,d3499028,4.5,850,$$ - $$$,True,True,525,False,False,"Cafe, International, Contemporary, Diner, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,398,107,24,13,11,553,127
303,Chilango's Taqueria Barcelona,d12978144,4.5,544,$$ - $$$,True,True,445,True,True,"Mexican, Latin, Central American","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",El Raval,101,21,7,5,5,139,321
304,MonDore,d5017978,4.5,756,$$ - $$$,True,False,415,True,True,"Bar, Mediterranean, European, Spanish, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,140,38,6,1,3,188,338
305,La Tasqueta De Blai,d4155257,4.5,2834,$,True,True,1754,False,False,"European, Gastropub","Vegetarian Friendly, Vegan Options",,,Sants-Montjuic,756,164,27,16,24,987,533
306,LA FABRICA,d6673234,4.5,965,$,True,False,366,False,False,"Latin, Fast Food, Argentinean","Vegetarian Friendly, Vegan Options",,,El Born / La Ribera,234,75,6,2,3,320,215
307,Flaherty's Irish Pub Barcelona,d1898196,4.5,1761,$$ - $$$,True,True,349,False,False,"Irish, Bar, European, Pub, International, Gastropub","Vegetarian Friendly, Vegan Options",,,Barrio Gotico (Barri Gotic),941,349,87,29,46,1452,107
308,Plan B 12,d23743748,5.0,62,,True,False,40,True,False,"Latin, Bar, Spanish, Pub",,"Lunch, Dinner, Late Night, Drinks",Reservations,,62,0,0,0,0,0,62
309,Bubita Sangria Bar,d3607626,4.5,641,$$ - $$$,True,True,385,False,False,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Drinks",,Barceloneta,272,56,19,12,4,363,71
310,Pirineu en Boca,d8519392,4.5,396,$$ - $$$,True,True,243,False,False,"Steakhouse, Spanish, Deli, Healthy, Mediterranean, Catalan",Gluten Free Options,,,Eixample,91,19,11,3,2,126,128
311,Restaurante Addis Abeba,d1832382,4.5,943,$$ - $$$,True,True,360,False,False,"African, Healthy, Ethiopian","Vegetarian Friendly, Vegan Options",,,Sants,185,47,5,0,4,241,619
312,National Burger Steak house,d8782287,4.5,1141,$$ - $$$,True,True,768,True,True,"American, Steakhouse, Barbecue, European",Gluten Free Options,,,El Raval,314,99,25,12,11,461,189
313,El Xiringo,d2295847,4.5,465,$$ - $$$,True,True,342,True,False,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barceloneta,73,9,6,8,2,98,208
314,Taberna Babia,d816412,4.5,327,$,False,True,157,False,False,Spanish,"Vegetarian Friendly, Gluten Free Options",,,Barrio Gotico (Barri Gotic),108,34,4,2,4,152,44
315,Restaurante Arume,d6839857,4.5,5278,$$ - $$$,True,True,3457,True,False,"Mediterranean, European, Spanish, Fusion",,,,El Raval,1423,291,88,28,14,1844,963
316,Cocina Hermanos Torres,d14783967,4.5,350,$$$$,True,True,1001,True,False,"Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Gluten Free Options",,,Les Corts,53,5,5,1,7,71,240
317,Cruix,d13172024,4.5,581,$$ - $$$,True,True,903,False,False,"International, Mediterranean, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Eixample,97,7,3,4,1,112,353
318,NANA Restaurant - Brasa,d12373934,4.5,125,$$ - $$$,True,False,457,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Clot,29,8,0,0,0,37,61
319,Mimo's Born,d17527277,4.5,508,$$ - $$$,True,True,446,True,False,"Mediterranean, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,207,9,2,7,7,232,102
320,Bodega la Tinaja,d717300,4.5,369,$$ - $$$,True,True,181,False,False,"Spanish, Wine Bar, Catalan, Mediterranean, European",Vegetarian Friendly,"Lunch, Dinner, Late Night",,El Born / La Ribera,105,30,4,3,5,147,88
321,Il Mercante Di Venezia,d797890,4.5,904,$$ - $$$,True,True,331,True,False,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),134,45,9,1,4,193,389
322,Leka Restaurant,d4572653,4.5,503,$$ - $$$,True,False,369,False,False,"Mediterranean, Spanish, Fusion, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,94,20,6,0,1,121,268
323,Osmosis,d1074881,4.5,1535,$$$$,True,True,1146,True,False,"Mediterranean, European, Spanish",,,,Eixample,460,82,30,17,5,594,723
324,El Born,d1034269,4.5,355,$,True,False,138,False,False,"Bar, Spanish",,"Breakfast, Late Night, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",El Born / La Ribera,146,60,3,1,3,213,68
325,Restaurante Hofmann,d1655627,4.5,541,$$$$,True,True,712,True,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Sant Gervasi-Galvany,107,36,11,8,2,164,290
326,La Flauta,d787824,4.5,3658,$$ - $$$,True,True,1688,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,871,331,78,29,28,1337,1220
327,Restaurant Ca L'Estevet,d697579,4.5,553,$$ - $$$,True,True,344,True,False,Catalan,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,104,42,6,5,1,158,248
328,Lluis de les moles,d1082210,4.5,408,$$ - $$$,True,False,245,True,False,"Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Gluten Free Options, Vegan Options",,,Barrio Gotico (Barri Gotic),84,23,3,0,1,111,236
